<tags>
gco:Angle
gco:Boolean
gco:CharacterString
gco:Date
gco:DateTime
gco:Decimal
gco:Distance
gco:Integer
gco:Record
gco:RecordType
gmd:CI_Address
gmd:CI_Citation
gmd:CI_Contact
gmd:CI_Date
gmd:CI_OnlineResource
gmd:CI_ResponsibleParty
gmd:CI_Series
gmd:CI_Telephone
gmd:DQ_AbsoluteExternalPositionalAccuracy
gmd:DQ_CompletenessOmission
gmd:DQ_ConceptualConsistency
gmd:DQ_ConformanceResult
gmd:DQ_DataQuality
gmd:DQ_QuantitativeResult
gmd:DQ_Scope
gmd:EX_Extent
gmd:EX_GeographicBoundingBox
gmd:EX_TemporalExtent
gmd:ISSN
gmd:LI_Lineage
gmd:LI_ProcessStep
gmd:LI_Source
gmd:MD_BrowseGraphic
gmd:MD_Constraints
gmd:MD_DataIdentification
gmd:MD_DigitalTransferOptions
gmd:MD_Dimension
gmd:MD_Distribution
gmd:MD_Format
gmd:MD_Georectified
gmd:MD_Keywords
gmd:MD_LegalConstraints
gmd:MD_Metadata
gmd:MD_PixelOrientationCode
gmd:MD_ReferenceSystem
gmd:MD_RepresentativeFraction
gmd:MD_Resolution
gmd:MD_ScopeDescription
gmd:MD_TopicCategoryCode
gmd:RS_Identifier
gmd:URL
gmd:abstract
gmd:address
gmd:administrativeArea
gmd:alternateTitle
gmd:authority
gmd:axisDimensionProperties
gmd:checkPointAvailability
gmd:citation
gmd:citedResponsibleParty
gmd:city
gmd:code
gmd:codeSpace
gmd:contact
gmd:contactInfo
gmd:country
gmd:credit
gmd:dataQualityInfo
gmd:dataset
gmd:date
gmd:dateStamp
gmd:dateTime
gmd:deliveryPoint
gmd:denominator
gmd:description
gmd:descriptiveKeywords
gmd:dimensionSize
gmd:distance
gmd:distributionFormat
gmd:distributionInfo
gmd:eastBoundLongitude
gmd:edition
gmd:editionDate
gmd:electronicMailAddress
gmd:environmentDescription
gmd:equivalentScale
gmd:evaluationMethodDescription
gmd:evaluationProcedure
gmd:explanation
gmd:extent
gmd:fileDecompressionTechnique
gmd:fileDescription
gmd:fileIdentifier
gmd:fileName
gmd:fileType
gmd:geographicElement
gmd:graphicOverview
gmd:identificationInfo
gmd:individualName
gmd:issueIdentification
gmd:keyword
gmd:language
gmd:levelDescription
gmd:lineage
gmd:linkage
gmd:measureDescription
gmd:metadataStandardName
gmd:metadataStandardVersion
gmd:name
gmd:nameOfMeasure
gmd:northBoundLatitude
gmd:numberOfDimensions
gmd:onLine
gmd:onlineResource
gmd:organisationName
gmd:otherCitationDetails
gmd:otherConstraints
gmd:pass
gmd:phone
gmd:pointInPixel
gmd:pointOfContact
gmd:positionName
gmd:postalCode
gmd:processStep
gmd:processor
gmd:protocol
gmd:purpose
gmd:referenceSystemIdentifier
gmd:referenceSystemInfo
gmd:report
gmd:resolution
gmd:resourceConstraints
gmd:result
gmd:scaleDenominator
gmd:scope
gmd:series
gmd:source
gmd:sourceCitation
gmd:sourceExtent
gmd:sourceReferenceSystem
gmd:southBoundLatitude
gmd:spatialRepresentationInfo
gmd:spatialResolution
gmd:specification
gmd:statement
gmd:supplementalInformation
gmd:temporalElement
gmd:thesaurusName
gmd:title
gmd:topicCategory
gmd:transferOptions
gmd:transformationParameterAvailability
gmd:useLimitation
gmd:value
gmd:valueType
gmd:valueUnit
gmd:version
gmd:voice
gmd:westBoundLongitude
gml:TimeInstant
gml:TimePeriod
gml:UnitDefinition
gml:begin
gml:beginPosition
gml:description
gml:end
gml:endPosition
gml:identifier
gml:timePosition
